,Conglomerado,Anio,Estado,Municipio,Causa,ImpactoVegetacion,ImpactoSuelo,ImpactoAgua,Observaciones
4635,71424,2012,Oaxaca,Ixtlan de Juarez,Huracanes,Menor,No perceptible,No perceptible,Árboles quebrados por viento.
4636,71429,2012,Oaxaca,San Ildefonso Villa Alta,Uso del suelo diferente al forestal,Mayor,Mediana,No perceptible,Hay un cultivo de café
4637,71444,2012,Oaxaca,San Juan Cotzocon,Uso del suelo diferente al forestal,Mediana,Menor,No perceptible,Forestal con gaderia extensiva
4638,71444,2012,Oaxaca,San Juan Cotzocon,Pastoreo,Mediana,Menor,No perceptible,Ganado vacuno
4639,71469,2012,Veracruz de Ignacio de la Llave,Uxpanapa,Plagas y enfermedades,Mediana,No perceptible,No perceptible,Insectos
4640,71600,2012,Oaxaca,Silacayoápam,Incendios,Menor,No perceptible,No perceptible,Troncos quemados.
4641,71600,2012,Oaxaca,Silacayoápam,Plagas y enfermedades,Menor,No perceptible,No perceptible,"Muérdago, cancro."
4642,71610,2012,Oaxaca,San Juan Ðumi,Apertura de caminos,Mayor,Mayor,No perceptible,Brecha limite de predio en sitio 3.
4643,71610,2012,Oaxaca,San Juan Ðumi,Uso del suelo diferente al forestal,Menor,Menor,No perceptible,Forestal con Ganadería extensiva.
4644,71610,2012,Oaxaca,San Juan Ðumi,Incendios,Menor,No perceptible,No perceptible,Incendio superficial.
4645,71610,2012,Oaxaca,San Juan Ðumi,Pastoreo,Menor,Menor,No perceptible,Ganado Bovino.
4646,71610,2012,Oaxaca,San Juan Ðumi,Plagas y enfermedades,Menor,No perceptible,No perceptible,Defoliador y Muérdago.
4647,71615,2012,Oaxaca,Santa Maria Nduayaco,Plagas y enfermedades,Mediana,No perceptible,No perceptible,"Defoliador, Tillandsia y Roya"
4648,71630,2012,Oaxaca,San Juan Bautista Jayacatlan,Aprovechamientos forestales,No perceptible,No perceptible,No perceptible,Tocones sin marca.
4649,71630,2012,Oaxaca,San Juan Bautista Jayacatlan,Plagas y enfermedades,Menor,No perceptible,No perceptible,Defoliador.
4650,71640,2012,Oaxaca,San Juan Yae,Plagas y enfermedades,Mediana,No perceptible,No perceptible,Defoliadores
4651,71645,2012,Oaxaca,San Juan Petlapa,Apertura de caminos,Menor,No perceptible,No perceptible,Una vereda atraviesa el sitio 1 del conglomerado.
4652,71650,2012,Oaxaca,Santiago Choapam,Apertura de caminos,Mediana,Mediana,No perceptible,Existe una vereda que cruza por el centro del sitio 4.
4653,71650,2012,Oaxaca,Santiago Choapam,Aprovechamientos forestales,Mediana,Menor,No perceptible,Tala de árboles.
4654,71650,2012,Oaxaca,Santiago Choapam,Asentamientos humanos,Mediana,Mediana,No perceptible,Construcción de una casa cerca del centro del cgl.
4655,71650,2012,Oaxaca,Santiago Choapam,Incendios,Menor,Menor,No perceptible,Incendio en años anteriores.
4656,71816,2012,Oaxaca,Santiago del Rio,Apertura de caminos,Menor,Mediana,No perceptible,Vereda.
4657,71816,2012,Oaxaca,Santiago del Rio,Aprovechamientos forestales,No perceptible,No perceptible,No perceptible,Tocón.
4658,71816,2012,Oaxaca,Santiago del Rio,Plagas y enfermedades,Menor,No perceptible,No perceptible,Defoliador y cancros.
4659,71831,2012,Oaxaca,Magdalena Yodocono de Porfir,Apertura de caminos,Menor,Menor,No perceptible,Veredas
4660,71831,2012,Oaxaca,Magdalena Yodocono de Porfir,Aprovechamientos forestales,Menor,No perceptible,No perceptible,Tocones sin marca
4661,71831,2012,Oaxaca,Magdalena Yodocono de Porfir,Uso del suelo diferente al forestal,Mediana,Menor,No perceptible,Forestal con ganadería extensiva
4662,71831,2012,Oaxaca,Magdalena Yodocono de Porfir,Incendios,Mediana,Menor,No perceptible,Incendio forestales
4663,71831,2012,Oaxaca,Magdalena Yodocono de Porfir,Pastoreo,Menor,No perceptible,No perceptible,Ganado Bovino
4664,71831,2012,Oaxaca,Magdalena Yodocono de Porfir,Plagas y enfermedades,Mediana,No perceptible,No perceptible,"Defoliador, Muérdago, cancro"
4665,71836,2012,Oaxaca,Asuncion Nochixtlan,Aprovechamientos forestales,No perceptible,No perceptible,No perceptible,Tocón sin marca
4666,71836,2012,Oaxaca,Asuncion Nochixtlan,Uso del suelo diferente al forestal,Mediana,Menor,No perceptible,Forestal con Ganaderia Extensiva.
4667,71836,2012,Oaxaca,Asuncion Nochixtlan,Pastoreo,Mediana,Menor,No perceptible,Ganado Bovino
4668,71836,2012,Oaxaca,Asuncion Nochixtlan,Plagas y enfermedades,Mediana,No perceptible,No perceptible,Defoliador y tillandsia
4669,71841,2012,Oaxaca,San Francisco Telixtlahuaca,Aprovechamientos forestales,Menor,No perceptible,No perceptible,Tocones sin marca
4670,71841,2012,Oaxaca,San Francisco Telixtlahuaca,Plagas y enfermedades,Menor,No perceptible,No perceptible,Muerdago y Defoliador
4671,71846,2012,Oaxaca,San Miguel Aloápam,Apertura de caminos,No perceptible,No perceptible,No perceptible,Hay veredas que atraviezan el Cgl
4672,71846,2012,Oaxaca,San Miguel Aloápam,Aprovechamientos forestales,Menor,No perceptible,No perceptible,Tocones sin marca
4673,71846,2012,Oaxaca,San Miguel Aloápam,Incendios,Menor,No perceptible,No perceptible,En S4 Superficial
4674,71846,2012,Oaxaca,San Miguel Aloápam,Plagas y enfermedades,Menor,No perceptible,No perceptible,En S4 hay descortezadorEn S2 y S3 hay muérdago
4675,71851,2012,Oaxaca,Ixtlan de Juarez,Plagas y enfermedades,Mayor,No perceptible,No perceptible,Plantas epífitas
4676,71856,2012,Oaxaca,Villa Talea de Castro,Apertura de caminos,Menor,Menor,No perceptible,Vereda
4677,71856,2012,Oaxaca,Villa Talea de Castro,Aprovechamientos forestales,Menor,No perceptible,No perceptible,Tocón sin marca
4678,71856,2012,Oaxaca,Villa Talea de Castro,Uso del suelo diferente al forestal,Menor,Mediana,No perceptible,Forestal con ganadería extensiva
4679,71856,2012,Oaxaca,Villa Talea de Castro,Incendios,Mediana,Menor,No perceptible,Incendio Forestal
4680,71856,2012,Oaxaca,Villa Talea de Castro,Pastoreo,Menor,Mediana,No perceptible,Ganado Bovino
4681,71856,2012,Oaxaca,Villa Talea de Castro,Plagas y enfermedades,Mayor,No perceptible,No perceptible,Defoliador
4682,71871,2012,Oaxaca,San Juan Cotzocon,Apertura de caminos,Mayor,Mayor,No perceptible,Apertura de terracería
4683,71871,2012,Oaxaca,San Juan Cotzocon,Incendios,Mediana,Menor,No perceptible,Incendio superficial
4684,71871,2012,Oaxaca,San Juan Cotzocon,Plagas y enfermedades,Mediana,No perceptible,No perceptible,"Defoliador, Cancros"
4685,71876,2012,Oaxaca,San Juan Mazatlan,Uso del suelo diferente al forestal,Mediana,Menor,No perceptible,Potreros
4686,71876,2012,Oaxaca,San Juan Mazatlan,Pastoreo,Mediana,Menor,No perceptible,Ganado bovino
4687,71886,2012,Veracruz de Ignacio de la Llave,Jesus Carranza,Pastoreo,Mediana,Mediana,No perceptible,Ganado vacuno
4688,72036,2012,Oaxaca,San Juan Mixtepec - Distr. 0,Apertura de caminos,Menor,Mediana,No perceptible,Brecha en sitio 3.
4689,72036,2012,Oaxaca,San Juan Mixtepec - Distr. 0,Aprovechamientos forestales,Menor,No perceptible,No perceptible,Presencia de tocones en el conglomerado.
4690,72036,2012,Oaxaca,San Juan Mixtepec - Distr. 0,Incendios,Menor,No perceptible,No perceptible,Troncos quemados.
4691,72036,2012,Oaxaca,San Juan Mixtepec - Distr. 0,Plagas y enfermedades,Menor,No perceptible,No perceptible,Defoliador.
4692,72041,2012,Oaxaca,Santa Catarina Tayata,Uso del suelo diferente al forestal,Menor,Menor,No perceptible,Forestal con Ganadería extensiva.
4693,72041,2012,Oaxaca,Santa Catarina Tayata,Pastoreo,Menor,Menor,No perceptible,Vacuno
4694,72041,2012,Oaxaca,Santa Catarina Tayata,Plagas y enfermedades,Menor,No perceptible,No perceptible,Tillandsia
4695,72056,2012,Oaxaca,San Pablo Huitzo,Aprovechamientos forestales,Menor,No perceptible,No perceptible,Tocones sin marca.
4696,72056,2012,Oaxaca,San Pablo Huitzo,Uso del suelo diferente al forestal,Menor,Menor,No perceptible,Forestal con Ganaderia extensiva.
4697,72056,2012,Oaxaca,San Pablo Huitzo,Pastoreo,Menor,Menor,No perceptible,Ganado vacuno.
4698,72056,2012,Oaxaca,San Pablo Huitzo,Plagas y enfermedades,Menor,No perceptible,No perceptible,Defoliador y Roya.
4699,72061,2012,Oaxaca,Teococuilco de Marcos Perez,Aprovechamientos forestales,No perceptible,No perceptible,No perceptible,Algunos árboles ocoteados y unos tocones sin marca menores a 10cm de diámetro.
4700,72061,2012,Oaxaca,Teococuilco de Marcos Perez,Incendios,Mediana,No perceptible,No perceptible,Años anteriores.
4701,72061,2012,Oaxaca,Teococuilco de Marcos Perez,Plagas y enfermedades,Menor,No perceptible,No perceptible,Insectos defoliadores.
4702,72066,2012,Oaxaca,San Miguel Yotao,Plagas y enfermedades,Menor,No perceptible,No perceptible,Defoliador
4703,72071,2012,Oaxaca,Santo Domingo Roayaga,Aprovechamientos forestales,Menor,No perceptible,No perceptible,Se encontraron algunos tocones.
4704,72081,2012,Oaxaca,San Juan Cotzocon,Apertura de caminos,Menor,Menor,No perceptible,Veredas.
4705,72081,2012,Oaxaca,San Juan Cotzocon,Incendios,Mayor,Mediana,No perceptible,Incendio superficial.
4706,72081,2012,Oaxaca,San Juan Cotzocon,Pastoreo,Menor,Mediana,No perceptible,Ganado bovino.
4707,72081,2012,Oaxaca,San Juan Cotzocon,Plagas y enfermedades,Menor,No perceptible,No perceptible,"Enfermedades del follaje en algunos árboles, Defoliador."
4708,72240,2012,Oaxaca,San Sebastian Tecomaxtlahuac,Aprovechamientos forestales,Mediana,Menor,No perceptible,Tocones sin marca
4709,72240,2012,Oaxaca,San Sebastian Tecomaxtlahuac,Uso del suelo diferente al forestal,Menor,Menor,No perceptible,Ganadería extensiva
4710,72240,2012,Oaxaca,San Sebastian Tecomaxtlahuac,Incendios,Menor,Menor,No perceptible,Troncos quemados
4711,72240,2012,Oaxaca,San Sebastian Tecomaxtlahuac,Pastoreo,Menor,Menor,No perceptible,"Vacuno, Equino"
4712,72240,2012,Oaxaca,San Sebastian Tecomaxtlahuac,Plagas y enfermedades,Menor,Menor,No perceptible,Barrenador.
4713,72245,2012,Oaxaca,Santiago Juxtlahuaca,Plagas y enfermedades,Menor,No perceptible,No perceptible,"Defoliador, Muerdago y Cancro"
4714,72250,2012,Oaxaca,Santiago Nundiche,Aprovechamientos forestales,Menor,No perceptible,No perceptible,Tocon sin marca
4715,72250,2012,Oaxaca,Santiago Nundiche,Uso del suelo diferente al forestal,Menor,Menor,No perceptible,Forestal con Ganaderia extensiva
4716,72250,2012,Oaxaca,Santiago Nundiche,Plagas y enfermedades,Menor,No perceptible,No perceptible,Muérdago
4717,72255,2012,Oaxaca,San Miguel Achiutla,Plagas y enfermedades,Menor,No perceptible,No perceptible,"Defoliador, Muerdago"
4718,72270,2012,Oaxaca,San Juan del Estado,Aprovechamientos forestales,Menor,No perceptible,No perceptible,Se encontraron algunos tocones sin marca
4719,72270,2012,Oaxaca,San Juan del Estado,Plagas y enfermedades,Mediana,No perceptible,No perceptible,Se observa daño por defoliadores y Cancro
4720,72275,2012,Oaxaca,San Juan Chicomezuchil,Apertura de caminos,Menor,No perceptible,No perceptible,Vereda
4721,72275,2012,Oaxaca,San Juan Chicomezuchil,Plagas y enfermedades,Mediana,No perceptible,No perceptible,"Defoliadores, Muerdago y Tillandsia spp"
4722,72280,2012,Oaxaca,Santa Maria Yalina,Apertura de caminos,Menor,No perceptible,No perceptible,Vereda.
4723,72280,2012,Oaxaca,Santa Maria Yalina,Aprovechamientos forestales,Menor,No perceptible,No perceptible,Tocones sin marca.
4724,72280,2012,Oaxaca,Santa Maria Yalina,Plagas y enfermedades,Menor,No perceptible,No perceptible,"Defoliador, Descortezador."
4725,72285,2012,Oaxaca,Totontepec Villa de Morelos,Apertura de caminos,Menor,Menor,No perceptible,Vereda
4726,72285,2012,Oaxaca,Totontepec Villa de Morelos,Plagas y enfermedades,Menor,No perceptible,No perceptible,Defoliador
4727,72290,2012,Oaxaca,Santiago Yaveo,Uso del suelo diferente al forestal,Mediana,Mediana,No perceptible,Terreno de cultivo de temporal
4728,72290,2012,Oaxaca,Santiago Yaveo,Incendios,Mayor,Mayor,Menor,Actual
4729,72290,2012,Oaxaca,Santiago Yaveo,Plagas y enfermedades,Mayor,No perceptible,No perceptible,Insectos
4730,72295,2012,Oaxaca,San Juan Cotzocon,Uso del suelo diferente al forestal,Mediana,Menor,No perceptible,Terrenosen descanso para cultivo de maíz.
4731,72295,2012,Oaxaca,San Juan Cotzocon,Plagas y enfermedades,Menor,No perceptible,No perceptible,Defoliador.
4732,72464,2012,Oaxaca,San Cristobal Amoltepec,Apertura de caminos,Mediana,Mediana,Menor,Veredas en el Cgl.
4733,72464,2012,Oaxaca,San Cristobal Amoltepec,Uso del suelo diferente al forestal,Mediana,Menor,No perceptible,Forestal con Agricultura de Temporal y Ganadería Extensiva.
4734,72464,2012,Oaxaca,San Cristobal Amoltepec,Pastoreo,Menor,Menor,No perceptible,Ganado Bovino.
4735,72469,2012,Oaxaca,Santiago Tilantongo,Aprovechamientos forestales,Menor,No perceptible,No perceptible,Algunos tocones
4736,72469,2012,Oaxaca,Santiago Tilantongo,Uso del suelo diferente al forestal,Menor,Menor,No perceptible,Forestal con Ganadería extensiva.
4737,72469,2012,Oaxaca,Santiago Tilantongo,Pastoreo,Menor,Menor,No perceptible,Ganado Vacuno
4738,72484,2012,Oaxaca,Nuevo Zoquiapam,Plagas y enfermedades,Menor,No perceptible,No perceptible,Insectos defoliadores y muérdago.
4739,72489,2012,Oaxaca,Santa Maria Yavesia,Aprovechamientos forestales,Menor,No perceptible,No perceptible,"Tocones sin marca, extracción de leña."
4740,72489,2012,Oaxaca,Santa Maria Yavesia,Plagas y enfermedades,Mediana,No perceptible,No perceptible,"Defoliador, descortezador, muerdago, cancro y hongos."
4741,72504,2012,Oaxaca,San Juan Cotzocon,Apertura de caminos,Menor,Menor,No perceptible,Veredas
4742,72504,2012,Oaxaca,San Juan Cotzocon,Aprovechamientos forestales,Menor,No perceptible,No perceptible,Algunos tocones
4743,72504,2012,Oaxaca,San Juan Cotzocon,Uso del suelo diferente al forestal,Mediana,Menor,No perceptible,Potrero
4744,72504,2012,Oaxaca,San Juan Cotzocon,Incendios,Mayor,Mediana,No perceptible,Daño por incendio en todo el conglomerado
4745,72504,2012,Oaxaca,San Juan Cotzocon,Inundaciones,Mayor,Menor,No perceptible,Años anteriores
4746,72504,2012,Oaxaca,San Juan Cotzocon,Pastoreo,Mediana,Menor,No perceptible,Ganadería extensiva
4747,72504,2012,Oaxaca,San Juan Cotzocon,Plagas y enfermedades,Menor,No perceptible,No perceptible,Daño por defoliador.
4748,72509,2012,Oaxaca,San Juan Mazatlan,Apertura de caminos,Menor,Menor,No perceptible,Veredas
4749,72509,2012,Oaxaca,San Juan Mazatlan,Aprovechamientos forestales,Mediana,Menor,No perceptible,Se observaron algunos tocones en el cgl
4750,72509,2012,Oaxaca,San Juan Mazatlan,Uso del suelo diferente al forestal,Mayor,Mediana,No perceptible,potreros
4751,72509,2012,Oaxaca,San Juan Mazatlan,Pastoreo,Mayor,Mediana,No perceptible,Ganado bovino
4752,72514,2012,Oaxaca,Matias Romero,Uso del suelo diferente al forestal,Menor,Menor,No perceptible,"Agricultura de temporal, sitio 4."
4753,72514,2012,Oaxaca,Matias Romero,Plagas y enfermedades,Mediana,No perceptible,No perceptible,Defoliador.
4754,72524,2012,Oaxaca,Santa Maria Chimalapa,Plagas y enfermedades,Mediana,No perceptible,No perceptible,Defoliador
4755,72663,2012,Oaxaca,Santiago Juxtlahuaca,Apertura de caminos,Menor,Menor,No perceptible,Apertura de veredas
4756,72663,2012,Oaxaca,Santiago Juxtlahuaca,Incendios,Menor,No perceptible,No perceptible,Troncos quemados
4757,72673,2012,Oaxaca,Heroica Ciudad de Tlaxiaco,Aprovechamientos forestales,Menor,No perceptible,No perceptible,Tocones sin marca
4758,72673,2012,Oaxaca,Heroica Ciudad de Tlaxiaco,Plagas y enfermedades,Menor,No perceptible,No perceptible,"Defoliador, Muérdago, Cancro"
4759,72678,2012,Oaxaca,San Agustin Tlacotepec,Aprovechamientos forestales,No perceptible,No perceptible,No perceptible,Se observaron algunos tocones
4760,72678,2012,Oaxaca,San Agustin Tlacotepec,Uso del suelo diferente al forestal,Menor,Menor,No perceptible,Forestal con Ganaderia Extensiva
4761,72678,2012,Oaxaca,San Agustin Tlacotepec,Pastoreo,Menor,Menor,No perceptible,Ganado Vacuno y Equino
4762,72678,2012,Oaxaca,San Agustin Tlacotepec,Plagas y enfermedades,Mediana,No perceptible,No perceptible,Defoliador y Muérdago
4763,72683,2012,Oaxaca,Asuncion Nochixtlan,Apertura de caminos,Menor,Menor,No perceptible,Veredas.
4764,72683,2012,Oaxaca,Asuncion Nochixtlan,Uso del suelo diferente al forestal,Menor,Menor,No perceptible,Forestal con ganadería extensiva.
4765,72683,2012,Oaxaca,Asuncion Nochixtlan,Pastoreo,Menor,Menor,No perceptible,Ganado Vacuno.
4766,72683,2012,Oaxaca,Asuncion Nochixtlan,Plagas y enfermedades,Menor,No perceptible,No perceptible,Muérdago y Defoliador.
4767,72698,2012,Oaxaca,Santa Catarina Ixtepeji,Aprovechamientos forestales,No perceptible,No perceptible,No perceptible,Tocón sin marca.
4768,72698,2012,Oaxaca,Santa Catarina Ixtepeji,Uso del suelo diferente al forestal,Menor,Menor,No perceptible,Forestal con Ganadería extensiva.
4769,72698,2012,Oaxaca,Santa Catarina Ixtepeji,Pastoreo,Menor,Menor,No perceptible,Ganado Bovino.
4770,72703,2012,Oaxaca,San Francisco Cajonos,Plagas y enfermedades,Menor,No perceptible,No perceptible,Insectos.
4771,72708,2012,Oaxaca,Mixistlán de la Reforma,Apertura de caminos,Mediana,Mediana,No perceptible,Vereda que cruza el cgl.
4772,72708,2012,Oaxaca,Mixistlán de la Reforma,Plagas y enfermedades,Menor,No perceptible,No perceptible,Pudrición de tallo en Encinos.
4773,72713,2012,Oaxaca,Santiago Zacatepec,Plagas y enfermedades,Mediana,No perceptible,No perceptible,Hay insectos defoliadores
4774,72728,2012,Oaxaca,San Juan Mazatlan,Apertura de caminos,Mayor,Mayor,No perceptible,Veredas que cruzan los 4 sitios del cgl
4775,72728,2012,Oaxaca,San Juan Mazatlan,Uso del suelo diferente al forestal,Mayor,Mediana,No perceptible,Potrero
4776,72728,2012,Oaxaca,San Juan Mazatlan,Pastoreo,Mayor,Mediana,No perceptible,Ganado vacuno
4777,72733,2012,Oaxaca,Matias Romero,Apertura de caminos,Mayor,Mayor,No perceptible,Terracería en el cgl.
4778,72733,2012,Oaxaca,Matias Romero,Pastoreo,Mayor,Mayor,No perceptible,Ganado Equino
4779,72878,2012,Oaxaca,Santiago Juxtlahuaca,Incendios,Menor,Menor,No perceptible,Troncos quemados
4780,72878,2012,Oaxaca,Santiago Juxtlahuaca,Plagas y enfermedades,Menor,No perceptible,No perceptible,Defoliador
4781,72883,2012,Oaxaca,Putla Villa de Guerrero,Aprovechamientos forestales,Mediana,Menor,No perceptible,Tocones sin marca
4782,72883,2012,Oaxaca,Putla Villa de Guerrero,Incendios,Menor,Menor,No perceptible,Troncos caídos y quemados
4783,72883,2012,Oaxaca,Putla Villa de Guerrero,Plagas y enfermedades,Menor,No perceptible,No perceptible,Defoliador
4784,72888,2012,Oaxaca,Heroica Ciudad de Tlaxiaco,Aprovechamientos forestales,Menor,No perceptible,No perceptible,Presencia de tocones sin marca dentro del conglomerado.
4785,72888,2012,Oaxaca,Heroica Ciudad de Tlaxiaco,Uso del suelo diferente al forestal,Menor,No perceptible,No perceptible,Forestal con ganadería extensiva.
4786,72888,2012,Oaxaca,Heroica Ciudad de Tlaxiaco,Incendios,Menor,No perceptible,No perceptible,Poca evidencia (algunos troncos quemados).
4787,72888,2012,Oaxaca,Heroica Ciudad de Tlaxiaco,Pastoreo,Menor,No perceptible,No perceptible,Ganado Vacuno.
4788,72888,2012,Oaxaca,Heroica Ciudad de Tlaxiaco,Plagas y enfermedades,Menor,No perceptible,No perceptible,"Muérdago, defoliador."
4789,72898,2012,Oaxaca,San Juan Tamazola,Apertura de caminos,Mediana,Menor,No perceptible,Brechas
4790,72898,2012,Oaxaca,San Juan Tamazola,Aprovechamientos forestales,No perceptible,No perceptible,No perceptible,Tocones sin marca
4791,72898,2012,Oaxaca,San Juan Tamazola,Uso del suelo diferente al forestal,Mediana,Menor,No perceptible,Forestal con ganaderia extenciva
4792,72898,2012,Oaxaca,San Juan Tamazola,Incendios,Menor,No perceptible,No perceptible,Otros (ocasionados por rayo)
4793,72898,2012,Oaxaca,San Juan Tamazola,Pastoreo,Mediana,Menor,No perceptible,Ganaderia extensiva
